Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt +/-,On-Off +/-,BadPass,LostBall,Shoot Foul Commit,Shoot Foul Drawn,Off Foul Commit,Off Foul Drawn,PGA,And1,Blkd,Avg Dist on Shot,0-3 FGA,0-3 FG%,3-10 FGA,3-10 FG%,10-16 FGA,10-16 FG%,16-3P FGA,16-3P FG%,Player Key,All NBA 1st,All NBA 2nd,All NBA 3rd,All NBA,All NBA 1st2,All NBA 2nd2,All NBA 3rd2,All NBA Prev
Melvin Frazier,SG,23.0,ORL,19.0,0.0,6.6,0.8,1.8,0.441,0.4,0.8,0.5,0.4,0.9,0.389,0.1,0.2,0.5,0.1,0.4,0.5,0.2,0.5,0.1,0.3,0.6,2.1,100.0,108.0,2020,9.8,0.559,0.471,0.118,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14.0,0.0,0.2,0.2,0.057,-3.5,1.2,-2.3,0.0,0.1,0.84,0.05,0.0,0.0,-14.4,-13.9,2.0,2.0,7.0,1.0,0.0,1.0,7.0,0.0,1.0,15.6,0.206,0.714,0.118,0.0,0.118,0.25,0.088,0.333,Melvin Frazier2020,0,0,0,0,0,0,0,0
Michael Frazier,SG,25.0,HOU,13.0,0.0,11.2,0.5,2.2,0.241,0.3,1.8,0.174,0.2,0.5,0.5,0.7,1.1,0.643,0.1,0.7,0.8,0.2,0.2,0.0,0.4,1.7,2.1,76.0,116.0,2020,-0.9,0.384,0.793,0.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,-0.2,0.1,-0.2,-0.06,-8.9,-2.1,-11.0,-0.3,0.04,0.46,0.47,0.04,0.0,-15.1,-18.8,4.0,0.0,11.0,3.0,0.0,1.0,6.0,0.0,3.0,20.3,0.172,0.6,0.034,0.0,0.0,0.0,0.0,0.0,Michael Frazier2020,0,0,0,0,0,0,0,0
Tim Frazier,PG,29.0,DET,27.0,11.0,13.1,1.3,3.5,0.362,0.4,1.1,0.333,0.9,2.4,0.375,0.7,0.9,0.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6,99.0,114.0,2020,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-3.0,-1.6,-4.6,-0.2,1.0,0.0,0.0,0.0,0.0,-7.1,-3.3,19.0,11.0,16.0,8.0,3.0,11.0,226.0,0.0,3.0,15.2,0.149,0.571,0.213,0.35,0.106,0.3,0.213,0.3,Tim Frazier2020,0,0,0,0,0,0,0,0
Markelle Fultz,PG,21.0,ORL,72.0,60.0,27.7,5.0,10.7,0.465,0.5,1.9,0.267,4.5,8.8,0.507,1.6,2.2,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2.0,2.0,12.1,104.0,111.0,2020,14.3,0.517,0.175,0.206,2.1,11.0,6.4,29.0,2.2,0.5,14.9,21.4,0.6,2.0,2.7,0.065,-1.8,0.0,-1.8,0.1,0.87,0.13,0.0,0.0,0.0,-1.5,-1.0,79.0,43.0,59.0,69.0,16.0,10.0,899.0,19.0,49.0,10.9,0.335,0.645,0.194,0.42,0.194,0.38,0.101,0.462,Markelle Fultz2020,0,0,0,0,0,0,0,0
Wenyen Gabriel,PF,22.0,TOT,30.0,1.0,7.8,0.7,1.6,0.438,0.2,0.7,0.3,0.5,0.9,0.536,0.5,0.7,0.682,0.7,1.0,1.7,0.3,0.4,0.2,0.5,1.3,2.1,103.0,112.0,2020,9.6,0.546,0.417,0.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,0.0,0.2,0.2,0.048,-3.7,-0.1,-3.8,-0.1,0.0,0.0,0.14,0.7,0.16,-6.9,-5.5,2.0,6.0,16.0,11.0,4.0,1.0,18.0,2.0,2.0,12.0,0.417,0.7,0.146,0.0,0.021,1.0,0.0,0.0,Wenyen Gabriel2020,0,0,0,0,0,0,0,0
Daniel Gafford,C,21.0,CHI,43.0,7.0,14.2,2.2,3.1,0.701,0.0,0.0,0.0,2.2,3.1,0.701,0.7,1.4,0.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1,124.0,109.0,2020,16.2,0.686,0.0,0.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,1.1,0.8,1.9,0.146,-2.8,1.5,-1.3,0.1,0.0,0.0,0.0,0.02,0.98,-2.3,1.3,9.0,9.0,54.0,27.0,8.0,14.0,50.0,6.0,8.0,1.8,0.828,0.766,0.164,0.409,0.007,0.0,0.0,0.0,Daniel Gafford2020,0,0,0,0,0,0,0,0
Danilo Gallinari,PF,31.0,OKC,62.0,62.0,29.6,5.8,13.2,0.438,2.9,7.1,0.405,2.9,6.1,0.476,4.3,4.8,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2,18.7,120.0,111.0,2020,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,0.0,0.0,0.0,0.98,0.02,4.8,6.6,27.0,22.0,29.0,111.0,12.0,15.0,280.0,20.0,31.0,18.5,0.152,0.645,0.097,0.278,0.081,0.424,0.133,0.459,Danilo Gallinari2020,0,0,0,0,0,0,0,0
Langston Galloway,SG,28.0,DET,66.0,6.0,25.8,3.6,8.2,0.435,2.0,5.0,0.399,1.6,3.2,0.493,1.1,1.3,0.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3,118.0,116.0,2020,12.3,0.584,0.611,0.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,2.4,0.7,3.1,0.087,0.0,-0.9,-0.8,0.5,0.31,0.66,0.03,0.0,0.0,-4.7,-1.1,26.0,9.0,31.0,32.0,3.0,13.0,240.0,13.0,14.0,18.6,0.109,0.678,0.137,0.392,0.076,0.439,0.068,0.459,Langston Galloway2020,0,0,0,0,0,0,0,0
Darius Garland,SG,20.0,CLE,59.0,59.0,30.9,4.7,11.8,0.401,1.8,5.0,0.355,3.0,6.8,0.434,1.1,1.2,0.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,12.3,96.0,119.0,2020,8.5,0.498,0.423,0.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,-1.3,0.0,-1.3,-0.034,-2.7,-2.8,-5.6,-1.7,1.0,0.0,0.0,0.0,0.0,-8.9,-2.1,90.0,32.0,49.0,32.0,5.0,15.0,550.0,5.0,38.0,16.0,0.18,0.468,0.153,0.439,0.149,0.423,0.094,0.379,Darius Garland2020,0,0,0,0,0,0,0,0
Marc Gasol,C,35.0,TOR,44.0,43.0,26.4,2.7,6.3,0.427,1.3,3.4,0.385,1.4,3.0,0.473,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5,110.0,103.0,2020,11.8,0.551,0.53,0.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,0.8,2.2,3.0,0.124,-1.2,2.8,1.6,1.1,0.0,0.0,0.0,0.08,0.92,10.6,5.9,28.0,9.0,61.0,14.0,12.0,9.0,357.0,5.0,7.0,17.3,0.125,0.629,0.179,0.54,0.115,0.375,0.05,0.071,Marc Gasol2020,0,0,0,0,0,0,0,0
Rudy Gay,PF,33.0,SAS,67.0,5.0,21.8,4.0,8.9,0.446,1.1,3.3,0.336,2.9,5.6,0.511,1.8,2.0,0.882,0.9,4.5,5.4,1.7,0.5,0.5,1.3,1.5,10.8,107.0,113.0,2020,15.4,0.553,0.369,0.228,4.5,22.2,13.4,11.3,1.1,2.0,11.8,22.0,0.9,1.1,2.1,0.068,0.0,-0.9,-0.8,0.4,0.0,0.0,0.01,0.91,0.08,-0.4,1.3,32.0,36.0,55.0,60.0,7.0,8.0,263.0,11.0,22.0,15.3,0.168,0.72,0.156,0.366,0.193,0.47,0.114,0.471,Rudy Gay2020,0,0,0,0,0,0,0,0
Paul George,SG,29.0,LAC,48.0,48.0,29.6,7.1,16.3,0.439,3.3,7.9,0.412,3.9,8.4,0.464,4.0,4.5,0.876,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4,21.5,112.0,106.0,2020,21.1,0.589,0.487,0.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,2.5,2.3,4.8,0.161,3.8,1.1,4.9,2.5,0.0,0.0,0.53,0.47,0.0,8.3,3.1,70.0,33.0,50.0,84.0,18.0,17.0,448.0,17.0,38.0,17.4,0.15,0.684,0.125,0.357,0.113,0.409,0.125,0.357,Paul George2020,0,0,0,0,0,0,0,0
Taj Gibson,C,34.0,NYK,62.0,56.0,16.5,2.7,4.6,0.584,0.1,0.2,0.286,2.6,4.4,0.599,0.7,0.9,0.732,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2.0,6.1,121.0,113.0,2020,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.8,-0.3,-1.1,0.2,0.0,0.0,0.0,0.14,0.86,-12.0,-8.3,7.0,12.0,56.0,29.0,19.0,3.0,131.0,10.0,17.0,6.7,0.577,0.703,0.136,0.436,0.08,0.478,0.157,0.422,Taj Gibson2020,0,0,0,0,0,0,0,0
Harry Giles,C,21.0,SAC,46.0,17.0,14.5,3.0,5.5,0.554,0.0,0.0,0.0,3.0,5.4,0.558,0.8,1.1,0.776,0.9,3.2,4.1,1.3,0.5,0.4,1.0,2.6,6.9,111.0,109.0,2020,16.4,0.58,0.008,0.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,0.8,0.8,1.6,0.112,-2.2,0.9,-1.3,0.1,0.0,0.0,0.0,0.01,0.99,-8.8,-8.2,16.0,12.0,68.0,21.0,13.0,4.0,137.0,3.0,16.0,7.6,0.402,0.802,0.259,0.369,0.167,0.429,0.163,0.39,Harry Giles2020,0,0,0,0,0,0,0,0
Shai Gilgeous-Alexander,SG,21.0,OKC,70.0,70.0,34.7,6.8,14.5,0.471,1.2,3.6,0.347,5.6,10.9,0.512,4.1,5.1,0.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7,19.0,111.0,109.0,2020,17.7,0.568,0.247,0.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,3.1,3.0,6.1,0.121,1.3,0.4,1.7,2.2,0.06,0.78,0.17,0.0,0.0,2.7,3.4,61.0,40.0,53.0,148.0,15.0,9.0,561.0,35.0,62.0,11.4,0.286,0.617,0.263,0.404,0.136,0.5,0.068,0.507,Shai Gilgeous-Alexander2020,0,0,0,0,0,0,0,0
Rudy Gobert,C,27.0,UTA,68.0,68.0,34.3,5.7,8.2,0.693,0.0,0.0,0.0,5.7,8.2,0.693,3.7,5.9,0.63,3.4,10.1,13.5,1.5,0.8,2.0,1.9,3.2,15.1,130.0,104.0,2020,21.7,0.699,0.0,0.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,0.0,0.0,0.0,0.0,1.0,5.9,10.9,30.0,36.0,110.0,181.0,35.0,14.0,251.0,34.0,51.0,2.1,0.837,0.755,0.158,0.386,0.005,0.0,0.0,0.0,Rudy Gobert2020,0,0,0,0,0,0,1,1
Brandon Goodwin,PG,24.0,ATL,34.0,1.0,12.6,2.2,5.6,0.4,0.8,2.6,0.299,1.5,3.0,0.485,0.8,0.9,0.933,0.3,1.8,2.1,1.5,0.4,0.1,0.9,1.3,6.1,101.0,116.0,2020,11.6,0.507,0.458,0.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013,-1.6,-1.3,-2.9,-0.1,1.0,0.0,0.0,0.0,0.0,-14.9,-7.9,19.0,6.0,15.0,13.0,2.0,2.0,119.0,3.0,12.0,15.8,0.205,0.641,0.184,0.371,0.116,0.409,0.037,0.429,Brandon Goodwin2020,0,0,0,0,0,0,0,0
Aaron Gordon,PF,24.0,ORL,62.0,62.0,32.5,5.4,12.4,0.437,1.2,3.8,0.308,4.2,8.5,0.494,2.4,3.6,0.674,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0,14.4,107.0,110.0,2020,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.0,1.0,0.0,0.0,0.08,0.9,0.02,-1.2,-0.4,42.0,27.0,55.0,105.0,19.0,7.0,536.0,27.0,42.0,12.9,0.326,0.704,0.126,0.361,0.15,0.348,0.089,0.162,Aaron Gordon2020,0,0,0,0,0,0,0,0
Eric Gordon,SF,31.0,HOU,36.0,15.0,28.2,4.8,12.9,0.369,2.7,8.4,0.317,2.1,4.4,0.469,2.3,3.0,0.766,0.3,1.7,2.0,1.5,0.6,0.4,1.2,1.9,14.4,101.0,115.0,2020,10.3,0.51,0.654,0.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,-0.1,0.6,0.5,0.024,-1.8,-2.1,-3.9,-0.5,0.0,0.17,0.69,0.14,0.0,0.3,-3.8,15.0,16.0,35.0,50.0,5.0,4.0,144.0,15.0,29.0,19.0,0.201,0.559,0.112,0.385,0.019,0.333,0.013,0.0,Eric Gordon2020,0,0,0,0,0,0,0,0
Devonte' Graham,PG,24.0,CHO,63.0,53.0,35.1,5.8,15.3,0.382,3.5,9.3,0.373,2.4,6.0,0.397,3.0,3.7,0.82,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,18.2,109.0,116.0,2020,15.8,0.537,0.607,0.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.4,0.9,3.4,0.073,2.5,-2.1,0.5,1.4,0.39,0.61,0.0,0.0,0.0,-4.8,8.0,111.0,43.0,28.0,85.0,7.0,20.0,1093.0,21.0,31.0,19.4,0.132,0.543,0.11,0.274,0.074,0.352,0.077,0.365,Devonte' Graham2020,0,0,0,0,0,0,0,0
Treveon Graham,SF,26.0,TOT,55.0,20.0,16.9,1.6,4.4,0.36,0.6,2.2,0.275,1.0,2.2,0.443,0.7,1.0,0.643,0.9,1.8,2.7,0.8,0.4,0.1,0.5,1.9,4.4,99.0,116.0,2020,6.6,0.456,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,-0.2,0.4,0.2,0.009,-4.5,-1.0,-5.6,-0.8,0.01,0.62,0.34,0.04,0.0,-6.3,0.0,7.0,4.0,45.0,27.0,5.0,18.0,109.0,5.0,23.0,14.6,0.256,0.484,0.211,0.392,0.029,0.571,0.008,0.0,Treveon Graham2020,0,0,0,0,0,0,0,0
Jerami Grant,PF,25.0,DEN,71.0,24.0,26.6,4.3,8.9,0.478,1.4,3.5,0.389,2.9,5.4,0.537,2.1,2.8,0.75,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2,12.0,117.0,112.0,2020,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,2.8,1.6,4.4,0.111,0.1,-0.6,-0.5,0.7,0.0,0.02,0.36,0.62,0.0,-1.5,-7.9,20.0,14.0,73.0,99.0,22.0,18.0,221.0,32.0,32.0,13.5,0.306,0.686,0.164,0.413,0.069,0.409,0.063,0.275,Jerami Grant2020,0,0,0,0,0,0,0,0
Jerian Grant,SG,27.0,WAS,6.0,0.0,13.3,1.7,4.5,0.37,0.3,1.3,0.25,1.3,3.2,0.421,0.8,1.2,0.714,0.3,0.7,1.0,1.5,0.2,0.2,0.5,1.8,4.5,99.0,120.0,2020,6.6,0.449,0.296,0.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,0.0,0.0,0.0,-0.018,-4.8,-2.0,-6.8,-0.1,0.32,0.68,0.0,0.0,0.0,-6.3,-1.8,1.0,1.0,4.0,3.0,0.0,0.0,22.0,1.0,3.0,12.4,0.259,0.571,0.259,0.286,0.111,0.333,0.074,0.5,Jerian Grant2020,0,0,0,0,0,0,0,0
Josh Gray,PG,26.0,NOP,2.0,0.0,11.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0,47.0,119.0,2020,-5.0,0.5,0.0,0.0,4.6,4.6,4.6,10.4,0.0,0.0,71.4,12.5,-0.1,0.0,-0.1,-0.226,-11.3,-4.7,-16.0,-0.1,1.0,0.0,0.0,0.0,0.0,-13.0,-11.7,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Josh Gray2020,0,0,0,0,0,0,0,0
Danny Green,SG,32.0,LAL,68.0,68.0,24.8,2.9,7.0,0.416,1.8,4.8,0.367,1.1,2.2,0.524,0.5,0.7,0.688,0.8,2.6,3.3,1.3,1.3,0.5,0.9,2.0,8.0,108.0,107.0,2020,10.8,0.552,0.69,0.101,3.3,11.2,7.3,7.1,2.4,1.7,11.3,13.9,0.8,2.5,3.4,0.096,-1.1,1.5,0.5,1.1,0.0,0.02,0.86,0.12,0.0,6.4,1.3,32.0,12.0,59.0,16.0,9.0,19.0,209.0,4.0,7.0,19.4,0.135,0.672,0.074,0.486,0.055,0.462,0.046,0.227,Danny Green2020,0,0,0,0,0,0,0,0
Draymond Green,PF,29.0,GSW,43.0,43.0,28.4,2.9,7.3,0.389,0.8,3.0,0.279,2.0,4.3,0.465,1.5,1.9,0.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6,8.0,100.0,110.0,2020,12.5,0.489,0.408,0.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,-0.2,1.3,1.1,0.044,-2.1,1.9,-0.2,0.6,0.0,0.0,0.23,0.73,0.04,-7.1,2.8,74.0,10.0,48.0,33.0,4.0,14.0,636.0,9.0,13.0,15.0,0.231,0.685,0.184,0.31,0.092,0.414,0.085,0.259,Draymond Green2020,0,0,0,0,0,0,0,0
JaMychal Green,PF,29.0,LAC,63.0,1.0,20.7,2.4,5.6,0.429,1.5,3.8,0.387,0.9,1.8,0.518,0.6,0.8,0.75,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8,6.8,112.0,106.0,2020,11.1,0.576,0.676,0.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,1.1,2.0,3.1,0.115,-1.2,0.7,-0.5,0.5,0.0,0.0,0.01,0.92,0.07,5.2,-2.0,18.0,7.0,78.0,20.0,15.0,5.0,123.0,3.0,20.0,18.4,0.205,0.611,0.085,0.333,0.014,0.6,0.02,0.286,JaMychal Green2020,0,0,0,0,0,0,0,0
Javonte Green,SG,26.0,BOS,48.0,2.0,9.8,1.3,2.6,0.5,0.2,0.7,0.273,1.1,1.9,0.581,0.6,0.9,0.667,0.5,1.4,1.9,0.5,0.5,0.2,0.5,0.9,3.4,110.0,106.0,2020,13.1,0.564,0.262,0.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,0.4,0.8,1.1,0.113,-2.1,1.4,-0.7,0.2,0.01,0.41,0.55,0.03,0.0,-1.4,-9.1,11.0,6.0,24.0,20.0,1.0,1.0,59.0,2.0,5.0,9.2,0.468,0.661,0.23,0.414,0.032,0.5,0.008,1.0,Javonte Green2020,0,0,0,0,0,0,0,0
Jeff Green,PF-C,33.0,TOT,48.0,4.0,20.0,3.3,7.2,0.462,1.3,3.8,0.339,2.0,3.4,0.602,1.5,1.9,0.802,0.5,2.3,2.8,1.0,0.5,0.4,0.9,1.9,9.4,114.0,111.0,2020,13.7,0.59,0.532,0.265,2.7,12.0,7.5,7.9,1.3,1.7,9.9,19.0,1.2,0.9,2.1,0.104,0.0,-0.1,-0.1,0.5,0.0,0.0,0.0,0.49,0.51,-4.4,-8.2,9.0,12.0,42.0,42.0,17.0,8.0,126.0,5.0,14.0,16.0,0.265,0.747,0.16,0.436,0.026,0.333,0.017,0.333,Jeff Green2020,0,0,0,0,0,0,0,0
Blake Griffin,PF,30.0,DET,18.0,18.0,28.4,4.9,13.9,0.352,1.5,6.2,0.243,3.4,7.7,0.439,4.2,5.4,0.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5,97.0,115.0,2020,11.9,0.476,0.444,0.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3,0.0,0.0,0.0,0.87,0.13,-2.3,2.2,22.0,9.0,18.0,45.0,1.0,10.0,151.0,12.0,19.0,13.8,0.276,0.565,0.212,0.358,0.036,0.222,0.032,0.125,Blake Griffin2020,0,0,0,0,0,0,0,0
Marko Guduric,SG,24.0,MEM,44.0,0.0,11.0,1.4,3.6,0.395,0.6,1.9,0.301,0.8,1.7,0.5,0.5,0.6,0.923,0.3,1.3,1.7,1.0,0.3,0.2,0.8,0.8,3.9,97.0,112.0,2020,8.8,0.514,0.529,0.166,3.1,12.6,7.9,12.3,1.2,1.4,17.6,17.6,-0.3,0.4,0.1,0.014,-2.7,-0.7,-3.4,-0.2,0.0,0.7,0.29,0.01,0.0,-2.9,-2.6,16.0,5.0,22.0,13.0,2.0,4.0,106.0,8.0,11.0,16.4,0.242,0.605,0.108,0.412,0.032,0.2,0.089,0.429,Marko Guduric2020,0,0,0,0,0,0,0,0
Kyle Guy,SG,22.0,SAC,3.0,0.0,3.3,0.7,1.7,0.4,0.0,1.0,0.0,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.3,92.0,118.0,2020,6.6,0.4,0.6,0.0,0.0,11.5,5.6,15.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.045,-7.5,-4.8,-12.3,0.0,0.0,1.0,0.0,0.0,0.0,-54.3,-52.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.8,0.2,1.0,0.0,0.0,0.0,0.0,0.2,1.0,Kyle Guy2020,0,0,0,0,0,0,0,0
Rui Hachimura,PF,21.0,WAS,48.0,48.0,30.1,5.3,11.4,0.466,0.5,1.8,0.287,4.8,9.5,0.5,2.4,2.9,0.829,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2,13.5,110.0,117.0,2020,13.5,0.535,0.16,0.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,1.3,0.5,1.8,0.06,-1.2,-2.0,-3.2,-0.4,0.0,0.0,0.22,0.77,0.02,-8.1,-6.1,13.0,21.0,42.0,65.0,9.0,7.0,218.0,11.0,53.0,10.5,0.343,0.684,0.196,0.327,0.16,0.379,0.141,0.429,Rui Hachimura2020,0,0,0,0,0,0,0,0
Devon Hall,PG,24.0,OKC,11.0,0.0,7.4,0.5,2.7,0.2,0.4,1.5,0.235,0.2,1.2,0.154,0.4,0.7,0.5,0.2,0.5,0.6,1.2,0.4,0.1,0.5,0.5,1.8,74.0,110.0,2020,3.1,0.298,0.567,0.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,-0.3,0.1,-0.2,-0.116,-5.8,-0.6,-6.4,-0.1,0.94,0.04,0.02,0.0,0.0,7.2,5.7,3.0,1.0,2.0,1.0,1.0,1.0,35.0,0.0,0.0,17.7,0.133,0.5,0.167,0.0,0.1,0.0,0.033,0.0,Devon Hall2020,0,0,0,0,0,0,0,0
Donta Hall,C-PF,22.0,TOT,9.0,0.0,14.8,1.7,2.4,0.682,0.0,0.0,0.0,1.7,2.4,0.682,1.0,2.0,0.5,1.6,2.7,4.2,0.4,0.3,0.7,0.6,2.6,4.3,125.0,109.0,2020,13.6,0.652,0.0,0.818,11.4,19.2,15.4,4.2,1.1,3.8,14.3,11.1,0.2,0.2,0.4,0.137,-3.4,-0.3,-3.7,-0.1,0.0,0.0,0.0,0.13,0.87,-12.0,-9.9,2.0,0.0,16.0,8.0,3.0,0.0,9.0,2.0,1.0,3.0,0.818,0.722,0.136,0.667,0.045,0.0,0.0,0.0,Donta Hall2020,0,0,0,0,0,0,0,0
Dusty Hannahs,SG,26.0,MEM,2.0,0.0,6.5,2.0,4.5,0.444,1.0,1.5,0.667,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,6.0,120.0,117.0,2020,21.3,0.607,0.333,0.222,0.0,8.0,4.1,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.146,5.1,-2.1,3.1,0.0,1.0,0.0,0.0,0.0,0.0,13.0,13.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.3,0.111,1.0,0.444,0.25,0.0,0.0,0.111,0.0,Dusty Hannahs2020,0,0,0,0,0,0,0,0
Tim Hardaway Jr.,SG,27.0,DAL,71.0,58.0,29.5,5.4,12.5,0.434,2.9,7.2,0.398,2.5,5.2,0.485,2.1,2.6,0.819,0.4,2.9,3.3,1.9,0.6,0.1,1.0,1.8,15.8,116.0,115.0,2020,14.5,0.581,0.58,0.206,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,3.4,1.1,4.4,0.102,1.2,-1.4,-0.1,1.0,0.0,0.41,0.57,0.01,0.0,5.6,1.7,31.0,22.0,50.0,68.0,8.0,25.0,335.0,17.0,45.0,18.6,0.131,0.612,0.11,0.351,0.08,0.507,0.098,0.448,Tim Hardaway Jr.2020,0,0,0,0,0,0,0,0
James Harden,SG,30.0,HOU,68.0,68.0,36.5,9.9,22.3,0.444,4.4,12.4,0.355,5.5,9.9,0.556,10.2,11.8,0.865,1.0,5.5,6.6,7.5,1.8,0.9,4.5,3.3,34.3,120.0,108.0,2020,29.1,0.626,0.557,0.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,9.9,3.2,13.1,0.254,8.1,1.6,9.6,7.3,0.05,0.55,0.38,0.01,0.0,5.6,9.1,145.0,95.0,80.0,326.0,51.0,12.0,1226.0,75.0,92.0,16.6,0.243,0.668,0.177,0.414,0.018,0.444,0.005,0.5,James Harden2020,0,0,0,0,1,0,0,1
Maurice Harkless,PF-SF,26.0,TOT,62.0,48.0,23.0,2.3,4.6,0.502,0.5,1.6,0.347,1.7,3.0,0.584,0.6,1.1,0.591,0.9,3.0,3.9,1.1,0.9,0.5,0.9,2.4,5.8,110.0,108.0,2020,9.8,0.572,0.346,0.233,4.1,13.3,8.8,6.4,1.9,2.1,14.5,10.7,0.8,1.9,2.7,0.09,-2.6,1.9,-0.7,0.5,0.0,0.34,0.57,0.09,0.0,2.2,2.2,26.0,7.0,97.0,31.0,12.0,2.0,162.0,6.0,13.0,10.4,0.519,0.667,0.095,0.222,0.014,0.5,0.025,0.286,Maurice Harkless2020,0,0,0,0,0,0,0,0
Jared Harper,PG,22.0,PHO,3.0,0.0,2.7,0.3,1.3,0.25,0.0,0.7,0.0,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,54.0,120.0,2020,-5.3,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,-0.249,-10.1,-5.6,-15.7,0.0,1.0,0.0,0.0,0.0,0.0,-74.3,-74.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,Jared Harper2020,0,0,0,0,0,0,0,0
